State,Date,Time,Cumulative case count,Cumulative deaths,Tests conducted (negative),Tests conducted (total),Hospitalisations (count),Intensive care (count),Ventilator usage (count),Recovered (cumulative),Update Source,Notes
NSW,01/10/2020,20:00,4042,,,2723116,48,2,0,,media release,
VIC,02/10/2020,09:00,20191,802,,2722218,38,4,,,media release,
NSW,02/10/2020,20:00,4043,,,2733450,,,,,,
VIC,03/10/2020,13:00,20197,805,,2733499,34,4,,19091,media release,
NSW,03/10/2020,20:00,4045,,,2741755,51,3,,,media release,
WA,03/10/2020,13:30,686,,,425925,,,,657,media release,
VIC,04/10/2020,08:50,20209,806,,2745493,31,3,,19102,DHHS Twitter,
WA,04/10/2020,14:14,686,,,,,,,660,media release,
NSW,04/10/2020,20:00,4046,,,2746544,52,3,0,,media release,
VIC,05/10/2020,14:26,20220,,,2754516,30,3,,19126,media release,
WA,05/10/2020,15:42,687,,,430897,,,,,media release,
NSW,05/10/2020,20:00,4057,,,2751929,50,3,0,,media release,
VIC,06/10/2020,16:00,20233,807,,2763802,21,1,,19149,media release,
QLD,06/10/2020,12:00,1160,,,1133933,6,1,,1148,media release,
SA,06/10/2020,17:00,472,,,483000,0,0,0,465,media release,
NSW,06/10/2020,20:00,4060,,,2757899,54,3,,,media release,
VIC,07/10/2020,10:00,20237,809,,2780231,16,2,,19162,media release,
WA,07/10/2020,14:30,688,,,437264,0,0,0,670,media release,
ACT,07/10/2020,16:15,113,,,,0,,,110,media release,
NSW,07/10/2020,20:00,4072,,,2770397,51,1,,,media release,
VIC,08/10/2020,08:31,20247,,,2795529,17,1,,19174,media release,
ACT,08/10/2020,13:33,113,,97181,,,,,110,media release,
WA,08/10/2020,13:40,690,,,439993,,,,670,media release,
NSW,08/10/2020,20:00,4082,,,2783265,52,2,,,media release,
VIC,09/10/2020,15:00,20257,,,2811114,17,1,,19192,media release,
WA,09/10/2020,17:29,692,,,442299,0,0,0,670,media release,
SA,09/10/2020,18:00,473,,,492500,,,,466,media release,
NSW,09/10/2020,20:00,4084,,,2798704,56,1,,,media release,
VIC,10/10/2020,15:00,20269,,,2827761,21,1,,19207,media release,
NSW,10/10/2020,20:00,4088,,,2811527,,,,,media release,
ACT,11/10/2020,12:56,113,,98345,,0,0,,110,media release,
WA,11/10/2020,15:08,694,,,442299,,,,670,media release,
VIC,11/10/2020,15:36,20281,810,,2840686,21,0,0,19218,media release,
SA,11/10/2020,17:00,475,,,497000,0,0,0,466,media release,
NSW,11/10/2020,20:00,4094,,,2818918,54,1,0,,media release,
VIC,12/10/2020,08:40,20295,,,2850794,21,0,0,19229,media release,
QLD,12/10/2020,12:00,1161,,,1159560,3,0,,,media release,
WA,12/10/2020,17:00,696,,,447449,0,0,0,671,media release,
NSW,12/10/2020,20:00,4106,,,2827527,59,1,,,media release,
VIC,13/10/2020,08:57,20305,811,,2858995,23,0,0,19243,media release,
ACT,13/10/2020,13:35,113,,99331,,0,0,0,110,media release,
WA,13/10/2020,15:30,703,,,449527,0,0,0,676,media release,
SA,13/10/2020,16:00,476,,,502101,0,0,0,468,media release,
NSW,13/10/2020,20:00,4121,,,2843545,62,1,0,,media release,
VIC,14/10/2020,09:00,20311,816,,,,,,,media release,
WA,14/10/2020,16:01,704,,,545044,,,,676,media release,
ACT,14/10/2020,17:18,113,,99760,,0,0,0,,media release,
SA,14/10/2020,18:00,479,,,504500,0,0,0,469,media release,
NSW,14/10/2020,20:00,4132,,,2859347,69,1,0,,media release,
WA,15/10/2020,15:30,709,,,456375,0,0,0,676,media release,
QLD,15/10/2020,12:00,1162,,,1174703,1,0,0,1154,media release,
VIC,15/10/2020,16:00,20315,,,2890495,21,0,0,19259,media release,
NSW,15/10/2020,20:00,4137,,,2875738,71,1,,,media release,
QLD,15/10/2020,14:00,1164,,,1179441,2,0,0,1194,media release,
VIC,16/10/2020,16:30,20317,,,2906876,14,0,0,19279,media release,
NSW,16/10/2020,20:00,4144,,,2890116,68,0,0,,media release,
VIC,17/10/2020,15:00,20317,,,2925810,13,0,,19287,media release,
SA,17/10/2020,17:00,482,,,513500,0,0,0,472,media release,
WA,17/10/2020,17:30,711,,,458327,,,,683,media release,
NSW,17/10/2020,20:00,4149,,,2903101,73,1,0,,media release,
WA,18/10/2020,15:25,714,,,458327,,,,,media release,
VIC,18/10/2020,15:49,20315,,,2944356,12,0,,19295,media release,
NSW,18/10/2020,20:00,4153,,,2910053,69,1,0,,media release,
VIC,19/10/2020,08:37,20319,817,,2955149,12,0,0,19299,media release,
SA,19/10/2020,17:00,484,,,517500,0,0,0,472,media release,
NSW,19/10/2020,20:00,4158,,,2917454,64,1,0,,media release,
VIC,20/10/2020,15:30,20320,,,2967085,11,0,0,19313,media release,
NSW,20/10/2020,20:00,4167,,,2932386,72,1,0,,media release,
WA,21/10/2020,16:51,739,,,469045,0,0,0,690,media release,
VIC,21/10/2020,17:04,20323,,,2984494,10,0,0,19329,media release,
NSW,21/10/2020,20:00,4174,,,2947715,75,0,0,,media release,
VIC,22/10/2020,15:26,20329,,,3002936,9,0,0,19340,media release,
WA,22/10/2020,16:52,747,,,469045,,,,690,media release,
NSW,22/10/2020,20:00,4181,,,2961401,80,0,0,,media release,
QLD,23/10/2020,12:00,1167,,,1207967,4,0,0,1155,media release,
VIC,23/10/2020,16:00,20330,,,3022364,8,0,0,19346,media release,
WA,23/10/2020,17:00,753,,,473120,0,0,0,692,media release,
SA,23/10/2020,17:00,487,,,528500,0,0,0,473,media release,
NSW,23/10/2020,20:00,4186,,,2974291,74,0,0,,media release,
WA,24/10/2020,15:00,757,,,,0,0,0,692,media release,
VIC,24/10/2020,16:30,20336,,,3039583,8,0,0,19354,media release,
NSW,24/10/2020,20:00,4193,,,2986756,77,0,0,,media release,
VIC,25/10/2020,16:53,20343,,,3052477,7,0,0,19359,media release,
WA,25/10/2020,17:00,760,,,,0,0,0,694,media release,
NSW,25/10/2020,20:00,4197,,,2994203,80,0,0,,media release,
VIC,26/10/2020,08:19,20343,,,,,,,,DHHS Twitter,
ACT,26/10/2020,12:25,114,,,,0,0,0,110,media release,
WA,26/10/2020,14:06,762,,,478376,,,,700,media release,
VIC,26/10/2020,16:37,20341,,,3066501,7,0,0,19366,media release,
NSW,26/10/2020,20:00,4209,,,3000641,77,1,0,,media release,
VIC,27/10/2020,13:39,20341,,,3081980,5,0,,19370,media release,
WA,27/10/2020,14:45,764,,,480530,0,0,0,700,media release,
NSW,27/10/2020,20:00,4217,,,3015023,77,1,0,,media release,
VIC,28/10/2020,09:00,20342,819,,3106653,3,0,0,19376,media release,
WA,28/10/2020,14:50,765,,,483274,0,0,0,706,media release,
QLD,28/10/2020,12:00,1169,,,1224099,3,0,,1157,media release,
NSW,28/10/2020,20:00,4222,,,3029253,75,1,,,media release,
VIC,29/10/2020,15:00,20344,,,3130788,5,0,0,19382,media release,
WA,29/10/2020,17:47,766,,,486041,0,0,0,708,media release,
NSW,29/10/2020,20:00,4228,,,3042039,71,1,1,,media release,
ACT,30/10/2020,11:29,114,,106601,,0,0,0,111,media release,
VIC,30/10/2020,14:30,20347,,,3154371,5,0,0,19381,media release,
WA,30/10/2020,18:13,767,,,,,,,712,media release,
NSW,30/10/2020,20:00,4232,,,3055173,73,1,1,,media release,
VIC,31/10/2020,14:00,20347,,,3174221,2,0,0,19457,media release,
WA,31/10/2020,17:00,768,,,487990,0,0,0,715,media release,
WA,01/11/2020,13:05,769,,,487990,,,,718,media release,
VIC,01/11/2020,12:00,20346,,,3190219,2,0,0,19466,media release,
NSW,01/11/2020,20:00,4243,,,3077355,76,1,0,,media release,
VIC,02/11/2020,15:28,20345,,,3203175,2,0,0,19477,media release,
WA,02/11/2020,17:15,770,,,493613,0,0,0,722,media release,
NSW,02/11/2020,20:00,4246,,,3085905,75,1,1,,media release,
QLD,03/11/2020,13:54,1175,,,1245093,3,0,0,1163,media release,
ACT,03/11/2020,12:04,114,,108043,,0,0,0,111,media release,
VIC,03/11/2020,15:00,20345,,,3216016,2,0,0,19488,media release,
WA,03/11/2020,16:25,770,,,495932,,,,738,media release,
NSW,03/11/2020,20:00,4254,,,3102941,70,1,1,,media release,
ACT,04/11/2020,12:34,114,,108568,,,,,111,media release,
VIC,04/11/2020,14:17,20345,,,3233373,2,0,,19496,media release,
QLD,04/11/2020,14:24,1177,,,1250335,8,0,0,1163,media release,
WA,04/11/2020,15:45,771,,,497944,,,,748,media release,
NSW,04/11/2020,20:00,4256,,,3121407,68,1,1,,media release,
VIC,05/11/2020,13:47,20345,,,3246852,2,0,0,19506,media release,
WA,05/11/2020,17:00,775,,,499753,0,0,0,750,media release,
NSW,05/11/2020,20:00,4265,,,3138899,69,1,1,,media release,
VIC,06/11/2020,14:00,20345,,,3265523,2,0,0,19511,media release,
WA,06/11/2020,17:01,776,,,501428,,,,751,media release,
NSW,06/11/2020,20:00,4270,,,3153596,65,1,1,,media release,
VIC,07/11/2020,09:00,20345,,,3282437,2,0,0,19518,media release,
NSW,07/11/2020,20:00,4273,,,3167317,63,1,0,,media release,
VIC,08/11/2020,09:00,20345,,,3299302,2,0,0,19522,media release,
WA,08/11/2020,17:00,776,,,,0,0,0,757,media release,
SA,08/11/2020,17:00,515,,,572000,0,0,0,492,media release,
NSW,08/11/2020,20:00,4280,,,3176816,63,1,0,,media release,
VIC,09/11/2020,12:00,20345,,,3309955,2,0,0,19522,media release,
NSW,09/11/2020,20:00,4285,,,3186874,70,0,0,,media release,
VIC,10/11/2020,11:30,20345,,,3322910,2,0,0,19522,media release,
WA,10/11/2020,14:14,778,,,508425,,,,757,media release,
ACT,10/11/2020,12:54,114,,110964,,0,0,0,111,media release,
NSW,10/11/2020,11:00,4289,,,3207460,71,0,0,,media release,
ACT,11/11/2020,12:41,114,,111643,,0,0,0,111,media release,
WA,11/11/2020,14:32,780,,,510727,,,,757,media release,
VIC,11/11/2020,14:45,20345,,,3342896,2,0,0,19522,media release,
SA,11/11/2020,17:00,519,,,579000,0,0,0,498,media release,
NSW,11/11/2020,20:00,4294,,,3230696,71,0,0,,media release,
QLD,12/11/2020,12:00,1182,,,1281637,7,0,0,1164,media release,
VIC,12/11/2020,12:30,20345,,,3363715,2,0,0,19523,media release,
WA,12/11/2020,15:30,783,,,512756,0,0,0,760,media release,
NSW,12/11/2020,20:00,4293,,,3249637,73,0,,,media release,
VIC,13/11/2020,12:51,20345,,,3375716,2,0,0,19523,media release,
ACT,13/11/2020,10:37,114,,112337,,0,0,0,111,media release,
NSW,13/11/2020,11:03,4297,,,3266821,70,0,0,,media release,
VIC,14/11/2020,14:23,20345,,,3390330,2,0,,19523,media release,
SA,14/11/2020,15:00,522,,,586000,,,,501,media release,
NSW,14/11/2020,20:00,4306,,,3284047,72,0,,0,media release,
QLD,15/11/2020,12:00,1185,,,1292903,8,0,0,1171,media release,
WA,15/11/2020,13:00,787,,,514223,0,0,0,,media release,
VIC,15/11/2020,14:10,20345,,,3398653,2,0,0,19523,media release,
SA,15/11/2020,17:00,526,,,589000,1,0,0,503,media release,
NSW,15/11/2020,20:00,4309,,,3291081,64,0,0,,media release,
VIC,16/11/2020,15:00,20345,,,3405348,2,0,0,19523,media release,
